disaster_id,disaster_type,disaster_subtype,country,region,location,lat,lng
970,Flood,Riverine flood,Central African Republic,Africa,"Bambari, Bakala districts (Ouaka province), Bangui district (Bangui province)",5.768001,20.67557
971,Flood,Riverine flood,Central African Republic,Africa,"Bangui district (Nagui province), Bossangoa district (Ouham province)",6.492444,17.446316
972,Flood,Flash flood,Central African Republic,Africa,"Male area (Paoua district, Ouham Pendé province), Bangui district (Bangui province)",7.2407,16.432496
973,Flood,Flood (General),Central African Republic,Africa,Kouango city,4.994105,19.976695
974,Flood,Flood (General),Central African Republic,Africa,"Lobaye, Bangui, Ouaka, Ouham-Pendé",6.669372,16.347789
975,Flood,Flood (General),Central African Republic,Africa,Bimbo; Birao and Baoro cities,10.296197,22.780991
976,Flood,Riverine flood,Central African Republic,Africa,Mambéré-Kadéï province,4.259338,15.787783
977,Flood,Riverine flood,Central African Republic,Africa,"Nangha Boguila, Bossangoa districts (Ouham province)",6.492444,17.446316
978,Epidemic,Bacterial disease,Chad,Africa,"Logone Occidental, Logone Oriental, Moyen Chari, Mayo-Kebi",8.4899,18.19305
979,Flood,Flood (General),Chad,Africa,"Mandoul, Moyen-Chari provinces",9.9889,18.9757
980,Epidemic,Bacterial disease,Chad,Africa,"Logone Occidental, Moyen-Chari, Logone Oriental, Guéra, Tandjile, Mayokebbi prefecture",7.767467,15.695217
981,Epidemic,Bacterial disease,Chad,Africa,"Amreguebe, Ridina, Diguel, Abena, Chagoua, Farcha, Walia (Ndjamena district), Massakory, Bongo, Mondou, Bousso, Lere, Mao, Bol, Mousson, Mandelao, Guitte districts",12.802933,14.887716
982,Drought,Drought,Chad,Africa,"Bahr El Gazal (Nord, Ouest, Sud), Batha (Est, Ouest), Fitri, Fada, Mourtcha, Kanem, Wadi-Bissam, Mamdi, Assoungha, Djourouf Al Ahmar, Ouara, Aboudeia, Haraze Mangueigne, Abdi, Kimiti, Tibesti (Est, Ouest)",12.802933,14.887716
983,Epidemic,Bacterial disease,Chad,Africa,Moundou,8.7105,18.0596
984,Flood,Riverine flood,Chad,Africa,"Rig-rig, Sultanat, Ntiona, Nokou districts (Kanem province), Dadjo-ii, Moubi-goz, Moubi-Hadaba, Moubi-zarga districts (Guera province), Ndjamena, Madiago, Katoa, Kadada, El-fass, Afrouk districts (Hadjer Lamis province), Assongha, Baguirmi, Tandjile Est, Tandjile Ouest, Sila, Barh Koh, Mayo-Boneye, Mayo-Dala, Logone Occidental, Logone Oriental, Kabia, Ouaddai, Batha Ouest, Batha Est, Lac Iro, Mandoul, Mont De Lam, Salamat provinces",12.802933,14.887716
985,Epidemic,Bacterial disease,Chad,Africa,"N'djamena, Chari, Baguirmi, Kanem, Lac, Mongo",11.40331,16.17192
986,Epidemic,Viral disease,Chad,Africa,"Goz. Amer, Djabal (Goz. Beida district)",9.5574,20.5151
987,Epidemic,Viral disease,Chad,Africa,"Batha, Ndjamena, Chari-Baguirmi, Moyen-Chari, Tandjile, Ouaddai, Wadi Fara",8.801907,18.574221
988,Epidemic,Bacterial disease,Chad,Africa,"Hadjer Lamis department, Barassola, Tinassoroum, Bol Local (Lake Chad regions)",12.996486,15.73491
989,Flood,Riverine flood,Chad,Africa,"Ndjamena district (Hadjer Lamis province), Sarh district (Barh Koh province), Doba, Bebedjia, Gore districts (Logone Oriental province), Erde-pala district (Mayo-Dala province), Koumra district (Mandoul province)",12.802933,14.887716
990,Flood,Flood (General),Chad,Africa,Sila Region (eastern Chad),-14.061459,32.434534
991,Flood,Riverine flood,Chad,Africa,"Kerfi village (Goz-beida district, Sila province)",12.225592,21.410162
992,Epidemic,Viral disease,Chad,Africa,"Dogdore, Bredjing camps",-21.764051,-41.315113
993,Epidemic,Viral disease,Chad,Africa,,31.978664,76.487076
994,Flood,Riverine flood,Chad,Africa,Bongor district (Mayo-Boneye province),9.689083,19.333833
995,Epidemic,Viral disease,Chad,Africa,"Laokassi, Goundi, Sarh, Béré, Bébidjia, Doba, Donomanaga districts",8.918149,18.469495
996,Epidemic,Viral disease,Chad,Africa,Ndjamena,12.119154,15.050276
997,Epidemic,Bacterial disease,Chad,Africa,"Lac, Mayo Kebbi districts",13.467649,14.714412
998,Epidemic,Viral disease,Chad,Africa,"Sarh, Moundou, Gounougaya, Bikin, Koumra (Logone Occidental, Moyen Chari)",8.7105,18.0596
999,Epidemic,Bacterial disease,Chad,Africa,"Flanga, Gounougaya, Bongor, Guelendeng, N'Djam Est, N'Djam Centre, N'Djam Sud, Massaquete, Massakory, Bokoro, Lai, Kelo, Bere, Dourbali, Mandalia, Bousso, Massenya, Lere, Paia, Mao, Amtiman, Aboudia, BOL, Ngouri, Moussoro, Mongo, Bitkine, Mangaime, Benoye, Abeche, Melfi, Yao, Oumhadjer districts",12.802933,14.887716
1000,Epidemic,Viral disease,Chad,Africa,"Oumhadjer, Massakory, Lere, Amdam, Aboudea, Amtiman, Donamanga, Bebeto, Koumra, Moissala districts",11.150896,19.289938
1001,Epidemic,Bacterial disease,Chad,Africa,"Salamat, Sila",12.225592,21.410162
1002,Epidemic,Viral disease,Chad,Africa,"Abdi, Abeche, Abougudam,Adre, Am dam, Am Timan, Amzoer, Arada, Ati, Bahai, Bardai, Bokoro, Bol, Chadra, Fada,Gama, Goz Beida, Guereda , Haraze Mangueigne,Iriba, Karal, Kirdimi, Kouloudia, Mao,Massaguet, Massakory, Massenya, Matadjana,Mondo, Mongo, N’Djamena East, N’Djamena South, NGouri, Nokou, Oum Hadjer, Rig Rig,Salal, Tissue and Zouar",12.802933,14.887716
1003,Flood,Flood (General),Chad,Africa,Mandoul and Logone (Oriental provinces),8.659203,16.85385
1004,Flood,Flood (General),Chad,Africa,"Batha, Chari-Baguirmi, Logone Oriental, Mayo-Kebbi Ouest, Sila, Logone Occidental, N'Djamena city, Lake, Kanem; Tibesti, Lac, Mayo-Kebbi Est, Mandoul, Tandjilé, Batah, Guera, Salamat, Ennedi West, Borkou, Ennedi East",12.802933,14.887716
1005,Flood,Flash flood,Chad,Africa,"Tandjile Ouest, Logone Occidental, Logone Oriental, Salamat, Tandjile Est, Mayo-Boneye, Mandoul provinces",9.269467,17.465933
1006,Flood,Riverine flood,Chad,Africa,"Walia, Kamda, Toukra, Habena, Chagoua, Moursal boroughs (Ndjamena district, Hadjer Lamis province)",12.031525,15.099631
1007,Flood,Flood (General),Chad,Africa,Grande Sido departement (Moyen-Chari Province),8.235913,18.714223
1008,Flood,Riverine flood,Chad,Africa,"Walia, Ngoumna, Ngueli boroughs (Ndjamena district, Hadjer Lamis province), Yaroungou, Moula refugees camps (Maro district, Barh Koh province)",12.067315,15.055807
1009,Drought,Drought,Chad,Africa,"Kanem, Lac Barl el Gazal, Batha Est, Batha Ouest, Hadjer Lamis, Ouaddai, Salamat provinces",12.996486,15.73491
1010,Drought,Drought,Chad,Africa,"Chari Baguimi, Guera, Lac, Kanem, Wadi Fira",14.525174,20.928701
1011,Flood,Flood (General),Chad,Africa,"Batha, Chari-Baguirmi, Mayo-Kebbi Ouest, Tandjilé, Salamat, Logone Oriental, Moyen-Chari, Sila, Ennedi-Est, Ouaddaï, Mandoul, Sila, Mayo Kebbi Est and all districts of the city of N’djamena",12.802933,14.887716
1012,Flood,Flood (General),Chad,Africa,"Ndjamena, Lac, Mandoul, Tandjile, Mayo-Kebi East, Batha, Salama, Sila",8.2128,17.254383
1013,Flood,Riverine flood,Chad,Africa,"Kabia, Mayo-Boneye, Mayo-Dala provinces",15.361167,18.664479
1014,Drought,Drought,Chad,Africa,"Kanem, Barl El Gazal, Lac, Batha Est, Batha Ouest, Guera, Sila, Salamat, Ouaddai, Hadjer Lamis provinces",12.996486,15.73491
1015,Flood,Riverine flood,Chad,Africa,"Borkou, Ouaddaï, Batha Est, Batha Ouest, Tibesti, Ennedi, Sila, Guera, Logone Oriental, Logone Occidental, Barh Koh, Tandjile Est, Tandjile Ouest, Salamat, Mayo-Boneye, Mayo-Dala, Kabia, Hadjer Lamis provinces",12.802933,14.887716
1016,Flood,Flood (General),Chad,Africa,"Bologo and Dafra districts; Tandjilé, Mandoul, Ennedi-Ouest, Batha, and the capital city of N’Djamena",17.193058,21.581326
1017,Flood,Riverine flood,Chad,Africa,"Ndjamena district (Hadjer Lamis province), Barh Koh, Lac Iro provinces",12.119154,15.050276
1018,Flood,Riverine flood,Chad,Africa,Salamat province,11.039637,20.282643
1019,Drought,Drought,Chad,Africa,"Guera, Biltine, Ouaddaï, Assongha, Batha-Est, Batha-ouest provinces",13.82803,20.828365
1020,Earthquake,Tsunami,Chile,Americas,"Biobio province, Libertador Gral. Bernardo O'higgins, Valparaiso, Araucania, Metropolitana Santiago, Maule Provinces",-32.885193,-71.24561
1021,Earthquake,Ground movement,Chile,Americas,Coquimbo,-29.955128,-71.33754
1022,Earthquake,Ground movement,Chile,Americas,"Arica y Painacota province, Alto Hospicio commune (Iquique district, Tarapaca province)",-20.23046,-70.131267
1023,Flood,Flood (General),Chile,Americas,"Ñuble, Biobío, Araucanía, Maule, Los Ríos; O'HIggins, santiago regions",-39.814126,-73.245986
1024,Flood,Flood (General),Chile,Americas,"Arica y Parinacota, Tarapacá, Antofagasta regions",-18.478529,-70.321139
1025,Flood,Flash flood,Chile,Americas,"Metropolitana, Coquimbo, Valparaiso, Maule, Araucania, Los Lagos, Los Rios, Libertador Gral. Bernardo O'higgins provinces",-39.861904,-72.809944
1026,Flood,Riverine flood,Chile,Americas,"Bio Bio, Maule provinces",-35.462846,-71.678859
1027,Earthquake,Ground movement,Chile,Americas,"Tocopilla, Maria Elena, Quillagua town (Topicalla Province, Antofagasta Region), Mejillones (Antofagasta Province, Antofagasta Region)",-23.580714,-70.383715
1028,Flood,Riverine flood,Chile,Americas,"Biobio , Valparaiso, Metropolitana, Libertador Gral. Bernardo O'Higgins, Maule provinces",-35.591551,-71.742443
1029,Flood,Riverine flood,Chile,Americas,"Bio Bio, Maule, Valparaiso, Araucania, Los Rios provinces",-37.48054,-73.35079
1030,Flood,Riverine flood,Chile,Americas,"Coquimbo, Aisen del Gral. Carloz, Valparaiso, Metropolitana, Los Rios, Araucania, Biobio, Libertador Gral. Bernardo O'higgins, Los Lagos, Maule, Metropolitana provinces",-33.581422,-70.604363
1031,Flood,Riverine flood,Chile,Americas,"Chiloe, Llanquihue districts (Los Lagos province)",-41.25709,-73.00506
