disaster_id,disaster_type,disaster_subtype,country,region,location,lat,lng
2461,Flood,Flood (General),India,Asia,"Pratapgarh, Sultanpur, Chandauli, Mainpuri, Prayagraj, Auraiya, Deoria, Hathras, Varanasi and Siddharthnagar districts (Uttar Pradesh); Assam",25.238659,83.314476
2462,Flood,Flood (General),India,Asia,"Mandi, Kullu, Shimla districts (Himachal Pradesh)",31.10511,77.172676
2463,Flood,Flash flood,India,Asia,Tripura state,23.943764,91.816096
2464,Flood,Flood (General),India,Asia,"Gujarat, Maharashtra, Tripura States",18.507381,73.80767
2465,Flood,Flood (General),India,Asia,Meghalaya,25.520197,90.844096
2466,Flood,Flood (General),India,Asia,"Assam, Arunachal Pradesh, Mizoram, Manipur, Sikkim, Meghalaya Nagaland, Tripura, Meghalaya states",26.25958,92.29431
2467,Flood,Flash flood,India,Asia,"Himachal Pradesh, Uttarakhand",31.927408,77.234995
2468,Flood,Flash flood,India,Asia,Kishtwar (Jammu and Kashmir state),33.310745,75.769325
2469,Flood,Flood (General),India,Asia,Punjab state,30.898355,75.874224
2470,Flood,Flash flood,India,Asia,"Dehradun, Champawat, Haridwar, Pauri Garhwal, Bageshwar, Pithoragarh, Nainital, and Udham Singh Nagar districts (Uttarakhand State)",28.978626,79.39826
2471,Flood,Flood (General),India,Asia,Darjeeling (West Bengal); Bihar states,27.041847,88.26513
2472,Flood,Flash flood,India,Asia,"Thrissur, Chengannur (Kerala state); West Bengal, Odisha, Assam, Nagaland, Uttar Pradesh, Himachal Pradesh, Maharashtra states",22.455706,87.31173
2473,Flood,Flood (General),India,Asia,"Bihar, Uttar Pradesh, Gujarat, Kerala, Karnataka, Uttarakhand, Maharashtra, Chhattisgarh, West Bengal, and Tripura states",30.524782,77.93055
2474,Flood,Flood (General),India,Asia,"Pune, Raigada, Satara and Ratnagiri (Maharasthra); Goa, Karnataka, Jharkhand, Bengale, Himachal Pradesh, Uttarakand states",31.927408,77.234995
2475,Flood,Flood (General),India,Asia,Tamil Nadu,11.390899,78.680852
2476,Flood,Flood (General),India,Asia,"Chittoor, Kadapa, Anantapur, Nellore districts (Andhra Pradesh)",14.447547,79.98223
2477,Flood,Flash flood,India,Asia,"Mandi, Solan and Hamirpur districts (Himachal Pradesh); Uttarakhand, Punjab, NewDelhi, Haryana",30.457077,76.76459
2478,Flood,Flash flood,India,Asia,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",20.101501,86.42713
2479,Flood,Riverine flood,India,Asia,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",20.101501,86.42713
2480,Flood,Riverine flood,India,Asia,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",9.590026,76.52179
2481,Flood,Flood (General),India,Asia,"Saran, Gopalganj districts (Bihar province)",26.052483,84.61614
2482,Flood,Riverine flood,India,Asia,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces",20.101501,86.42713
2483,Earthquake,Ground movement,India,Asia,Andaman Islands district (Andaman and Nicobar province),11.664535,92.739045
2484,Flood,Flood (General),India,Asia,"Chennai, Coimbatore, Cuddalore districts (Tamil Nadu province",11.757265,79.763405
2485,Flood,Riverine flood,India,Asia,"Khavda, Banni, Natkharana, Lakhpat villages (Kachchh district, Gujarat province)",23.825684,68.77533
2486,Flood,Riverine flood,India,Asia,Uttar Pradesh province,27.340831,80.501943
2487,Flood,Riverine flood,India,Asia,"Wayanad, Kozhikode, Kannur, Kasaragod districts (Kerala province)",11.30439,75.876763
2488,Flood,Flash flood,India,Asia,"Goalpara district (Assam province), Meghalaya, Arunachal Pradesh, West Bengal provinces",26.4464,91.86101
2489,Flood,Riverine flood,India,Asia,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",32.179577,75.55767
2490,Flood,Riverine flood,India,Asia,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",31.211702,77.031815
2491,Flood,Riverine flood,India,Asia,"Salem, Namakkal, Karur, Erode, Tiruchchirappalli, Vellore, Perambalur, Nagapattinam, Kanniyakumari, Dharmapuri, Madurai, Villupuram, Chennai, Cuddalore districts (Tamil Nadu province), Karaikal district (Puducherry province), Bangalore Rural, Bangalore Urban, Mysore districts (Karnataka province), Nellore, Chittoor, Vishakhapatnam, Srikakulam, Vizianagaram, Cuddapah districts (Andhra Pradesh province), West Bengal, Orissa provinces",20.101501,86.42713
2492,Flood,Riverine flood,India,Asia,"Ballia, Chandauli districts (Uttar Pradesh province)",25.758368,84.148224
2493,Flood,Riverine flood,India,Asia,Jammu and Kashmir provinces,32.70098,74.860124
2494,Flood,Riverine flood,India,Asia,"Madhya Pradesh, Maharashtra, Rajasthan provinces",18.033472,75.51697
2495,Flood,Flash flood,India,Asia,Madhya Pradesh province,23.567288,78.728264
2496,Flood,Riverine flood,India,Asia,"Orissa, Andhra Pradesh, Chhattisgarh provinces",15.518033,79.36247
2497,Flood,Flash flood,India,Asia,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",20.101501,86.42713
2498,Flood,Riverine flood,India,Asia,Gujarat province,23.055203,72.619026
2499,Flood,Riverine flood,India,Asia,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",15.432595,75.635506
2500,Flood,Riverine flood,India,Asia,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",16.542328,81.52611
2501,Flood,Flash flood,India,Asia,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",20.101501,86.42713
2502,Flood,Riverine flood,India,Asia,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",25.86066,85.474655
2503,Flood,Riverine flood,India,Asia,"Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",20.101501,86.42713
2504,Flood,Riverine flood,India,Asia,Delhi province,28.547322,77.250343
2505,Flood,Riverine flood,India,Asia,"Darbhanga, Purnia, Sitamarhi, Saharsa, Madhubani districts (Bihar province)",26.347134,86.071556
2506,Flood,Riverine flood,India,Asia,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",29.986218,76.586431
2507,Flood,Riverine flood,India,Asia,"Punjab, Haryana, Uttar Pradesh provinces",28.689552,78.757576
2508,Flood,Riverine flood,India,Asia,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)",20.101501,86.42713
2509,Flood,Riverine flood,India,Asia,Himachel Pradesh province,31.927408,77.234995
2510,Flood,Riverine flood,India,Asia,"Orissa, Andhra Pradesh, West Bengal provinces",23.822014,88.038677
2511,Flood,Flood (General),India,Asia,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",20.101501,86.42713
2512,Flood,Flood (General),India,Asia,"Araria, Jogbani (Bihar); Uttar Pradesh, West Bengal",26.356577,79.84892
2513,Flood,Flash flood,India,Asia,"Mumbai (Dadar, Khar, Bandra, Lalbaug, Kalina, Sion, Byculla, Matunga, Wadala, Parel, Khar-Danda, Pali Hill, Carter Road, Bandra, Ghatkopar, Bhandup, Mulund, and Santacruz), Thane (Maharashtra)",20.101501,86.42713
2514,Flood,Flood (General),India,Asia,"Sitamarhi, Sheohar, East Champaran, Muzaffarpur, Madhubani, Darbhanga, Supaul, Araria, Sahersa , Katihar, Purnia, Kishanganj districts (Bihar); Dhemaji, Lakhimpur, Biswanath, Barpeta, Chirang, Golaghat Jorhat, Sonitpur, Darrang, Nalbari, Bongaigaon, Morigaon, Nagaon, Majuli, Baksa, Kokrajhar, Dhubri, South Salmara, Goalpara, Kamrup, Hojai, Sivsagar, Tinsukia, Cachar, KarbiAnglrng, West Karbi-Anglong, Hailakandi, Dibrugarh districts (Assam); Maharashtra, Kerala, Rajasthan, West Bengal, Karnataka, Uttarakand, Himachal Pradesh, Punjab, Uttar Pradesh, Odisha",20.101501,86.42713
2515,Flood,Flood (General),India,Asia,"West Bengal, Kerala, Odisha, Maharashtra",21.023117,86.55366
2516,Drought,Drought,India,Asia,"New Delhi city (Delhi province), Gujarat, Rajasthan, Madhya Prasdesh, Andhra Pradesh, Orissa, Maharashtra provinces",28.616283,77.22532
2517,Flood,Flood (General),India,Asia,"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",20.101501,86.42713
2518,Flood,Flood (General),India,Asia,Delhi province,28.547322,77.250343
2519,Flood,Flash flood,India,Asia,"Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",26.643848,84.90434
2520,Flood,Riverine flood,India,Asia,Balaghat district (Madhya Pradesh province),21.816444,80.18466
2521,Flood,Riverine flood,India,Asia,"Maharashtra, Gujarat provinces",19.755542,76.357154
2522,Flood,Riverine flood,India,Asia,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",21.701984,72.992874
2523,Flood,Riverine flood,India,Asia,Orissa province,20.232932,84.525938
2524,Flood,Riverine flood,India,Asia,"Leimapokpam, Thiyam, Lourembam, Nambol Laitonjam villages (Bishnupur district, Manipur province), Na-Orem, Pukhrambam, Sanjenbam villages (West Imphal district, Manipur province), Oinam, Khangabok villages (Thoubal district, Manipur province)",20.101501,86.42713
2525,Flood,Riverine flood,India,Asia,Tamil Nadu province,12.907059,80.228589
2526,Flood,Riverine flood,India,Asia,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",20.101501,86.42713
2527,Flood,Riverine flood,India,Asia,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",20.101501,86.42713
2528,Flood,Riverine flood,India,Asia,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",20.101501,86.42713
2529,Flood,Riverine flood,India,Asia,"Himachal Pradesh, Uttar Pradesh, Uttarakhand provinces",28.689215,77.358699
2530,Flood,Riverine flood,India,Asia,"Karnataka, Andhra Pradesh provinces",15.518033,79.36247
2531,Flood,Riverine flood,India,Asia,"East Midnapore, South 24 Parganas, Barddhaman, Nadia districts (West Bengal province), Baleshwar district (Orissa province)",21.497005,86.92268
2532,Flood,Riverine flood,India,Asia,"Surat, Vadodara, Bhavnagar, Panch Mahals, Narmada districts (Gujarat province)",22.775385,73.6195
2533,Flood,Riverine flood,India,Asia,"Himachal Pradesh, Punjab, Jammu and Kashmir, Haryana provinces",32.70098,74.860124
2534,Flood,Flash flood,India,Asia,Jammu and Kashmir provinces,32.70098,74.860124
2535,Flood,Riverine flood,India,Asia,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",27.227806,81.39626
2536,Flood,Riverine flood,India,Asia,Himachal Pradesh province,31.927408,77.234995
2537,Flood,Coastal flood,India,Asia,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",20.101501,86.42713
2538,Flood,Riverine flood,India,Asia,"Andhra Pradesh, Tamil Nadu province",12.907059,80.228589
2539,Flood,Riverine flood,India,Asia,"Orissa, Uttar Pradesh, Himachal Pradesh provinces",31.733374,76.78283
2540,Flood,Flash flood,India,Asia,Delhi province,28.547322,77.250343
2541,Flood,Flash flood,India,Asia,"Leh, Cholglamsar villages (72785 district, Jammu and Kashmir province)",32.70098,74.860124
2542,Flood,Riverine flood,India,Asia,West Bengal province,23.822014,88.038677
2543,Flood,Riverine flood,India,Asia,"Dhemaji district (Assam province), East Garo Hills, South Garo Hills, West Garo Hills districts (Meghalaya province)",27.472984,94.55966
2544,Flood,Riverine flood,India,Asia,"Gonda, Balrampur, Faizabad, Bara Banki districts (Uttar Pradesh province), Rajasthan province",27.227806,81.39626
2545,Flood,Riverine flood,India,Asia,Orissa province,20.232932,84.525938
2546,Flood,Riverine flood,India,Asia,"Jaipur, Dhaulpur, Dausa, Tonk, Jhunjhunun, Sikar, Hanumangarh, Bikaner districts (Rajasthan province), Anjaw (70044), 70045, 70050, Lower Dibang Valley, Upper Siang (70051) districts (Arunachal Pradesh province)",20.101501,86.42713
2547,Flood,Riverine flood,India,Asia,"Palchan village (Kullu district, Himachal Pradesh province), Uttarkashi, Rudra Prayag, Chamoli districts (Uttarakhand province), Moradabad district (Uttar Pradesh province), Kathua village (72780 district, Jammu and Kashmir province)",20.101501,86.42713
2548,Flood,Flood (General),India,Asia,"Dhemaji, Tinsukia, Nagaon, Golaghat, Jorhat, Kamrup, Karimganj, Lakhimpur, Morigaon, Sibsaga, Bongaigaon, Kokrajhar districts (Assam province)",26.422247,94.10025
2549,Flood,Riverine flood,India,Asia,"Uttarakhand, Himachal Pradesh provinces",31.927408,77.234995
2550,Flood,Riverine flood,India,Asia,"Tura village (West Garo Hills district, Meghalaya province), Goalpara, Kamrup districts (Assam province)",25.512506,90.21667
2551,Flood,Riverine flood,India,Asia,"Shravasti, Balrampur, Sitapur, Lakhimpur Kheri, Gonda, Bara Banki, Faizabad, Azamgarh districts (Uttar Pradesh province), Uttarakhand, Bihar, Assam provinces",27.948547,80.78149
2552,Flood,Flash flood,India,Asia,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",9.589258,77.95371
2553,Flood,Riverine flood,India,Asia,"Rajasthan, Uttar Pradesh, Jammu and Kashmir, Arunachal Pradesh, Uttarakhand, Punjab, Haryana, Himachal Pradesh provinces",31.549858,78.24713
2554,Flood,Flood (General),India,Asia,"Dhemaji, Kokrajhar, Bongaigaon, Sonitpur, Barpeta, Goalpara, Marigaon, Cachar, Lakhimpur, Jorhat, Tinsukia, Darrang, Nalbari, Kamrup, Dibrugarh, Sibsagar districts (Assam province)",27.480211,94.905846
2555,Flood,Flood (General),India,Asia,"Sonitpur, Lakhimpur, Kokrajhar, Dhemaji districts (Assam province), Arunachal Pradesh province",27.472984,94.55966
2556,Drought,Drought,India,Asia,"Tamil Nadu, Rajasthan, Jharkhand, Assam, Andhra Pradesh, Himachal Pradesh, Nagaland; Maharashtra, Bihar, Madhya Pradesh, Chhattisgarh, Telangana, Jharkand, Odisha states",23.267786,79.955956
2557,Flood,Flood (General),India,Asia,Uttar Pradesh,27.340831,80.501943
2558,Flood,Flood (General),India,Asia,"Himachal Pradesh, Uttarakhand and Jharkhand States",30.281991,77.989123
2559,Flood,Flood (General),India,Asia,Nainital (Uttarakhand state),29.39191,79.454414
2560,Flood,Flood (General),India,Asia,"Idukki, Kottayam, Pathanamthitta, Kollam, Achankovil, Thiruvananthapuram(Kerala state)",9.590026,76.52179
2561,Flood,Flood (General),India,Asia,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",19.302282,73.0556
2562,Flood,Flood (General),India,Asia,"Andhra Pradesh province, Telangana",17.371819,78.51044
2563,Flood,Flood (General),India,Asia,"Jorhat, Golaghat (Assam State)",26.757898,94.21105
2564,Flood,Flash flood,India,Asia,Chenai (Tamil Nadu),13.050513,80.2427
2565,Flood,Flash flood,India,Asia,Tripura state,23.943764,91.816096
2566,Flood,Flood (General),India,Asia,"Uttar Pradesh, Rajasthan",27.016235,78.119713
2567,Flood,Flood (General),India,Asia,"Biswanath, Udalguri, Golaghat, Sivassagar/Charaideo, Barpeta, Lakhimpu, Dhemaji, Darrang (Assam, West Bengal)",26.513119,93.97176
2568,Flood,Flood (General),India,Asia,Uttar Pradesh,27.340831,80.501943
2569,Flood,Flood (General),India,Asia,"Mumbai, Pune, Ratnagiri Districts (Maharashtra State)",17.810396,73.46443
2570,Flood,Flood (General),India,Asia,"Coimbatore, Cuddalore, Nagapattinam, Thoothukkudi Districts (Tamil Nadu); Pudducherry",11.006775,76.957886
2571,Flood,Flood (General),India,Asia,Uttar Pradesh State,26.443074,80.317125
2572,Flood,Flood (General),India,Asia,"Assam, Bihar, Gujarat, Chhattisgarh, Kerala, Karnataka, Madhya Pradesh, Odisha, Uttar Pradesh, West Bengal, Arunachal Pradesh, Maharashtraa.",23.267786,79.955956
2573,Flood,Flood (General),India,Asia,"Rajkot, Jamnagar, Porbandar, Valsad, Junagadh districts (Gujarat state)",22.27484,70.79176
2574,Earthquake,Ground movement,India,Asia,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",20.101501,86.42713
2575,Drought,Drought,India,Asia,"Uttar Pradesh, Madhya Pradesh, Rajasthan, Punjab, Haryana, Delhi, Karnataka, Kerala, Nagaland, Orissa, Chhattisgarh, Himachal Pradesh, Gujarat, Maharashtra, Andhra Pradesh, Tamil Nadu provinces",20.101501,86.42713
2576,Flood,Riverine flood,India,Asia,"Cuttack, Jagatsinghpur, Kendrapara, Jajpur, Puri, Bolangir, Sonepur, Kalahandi, Rayagada, Gajapati, Baragarh, Koraput, Nayagarh, Ganjam, Angul districts (Orissa province)",18.971863,84.158646
2577,Flood,Flash flood,India,Asia,Kullu district (Himachal Pradesh province),31.958448,77.10922
2578,Flood,Flash flood,India,Asia,"Solang village (Kullu district, Himachal Pradesh)",31.781013,77.102875
2579,Flood,Riverine flood,India,Asia,"Darbhanga, Madhubani, Sitamarhi, Banka, Bhagalpur, Muzaffarpur, Sheohar districts (Bihar province), West Tripura, South Tripura districts (Tripura province), Kamrup, Nalbari, Darrang, Sonitpur, Dhemaji, Lakhimpur districts (Assam province), Gujarat, Jammu and Kashmir provinces",20.101501,86.42713
2580,Flood,Flash flood,India,Asia,"Uttar Pradesh, Himachal Pradesh provinces",28.689215,77.358699
2581,Flood,Riverine flood,India,Asia,Mokokchung district (Nagaland province),26.324474,94.51726
2582,Flood,Riverine flood,India,Asia,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",20.101501,86.42713
2583,Flood,Flash flood,India,Asia,Azamgarh district (Uttar Pradesh province),26.073908,83.18572
2584,Flood,Riverine flood,India,Asia,"Raj Nandgaon, Durg districts (Chhattisgarh province), Baleshwar, Bhadrak, Jajpur districts (Orissa province), Bhandara, Gondiya, Nagpur districts (Maharashtra province), Balaghat, Katni, Jabalpur, Seoni districts (Madhya Pradesh province)",20.101501,86.42713
2585,Flood,Riverine flood,India,Asia,"Navsari, The Dangs districts (Gujarat)",20.911766,73.596169
2586,Flood,Riverine flood,India,Asia,"Gajapati, Rayagada districts (Orissa province)",18.78071,84.09157
2587,Flood,Riverine flood,India,Asia,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",23.167258,79.954421
2588,Flood,Riverine flood,India,Asia,Gujarat province,23.055203,72.619026
2589,Flood,Riverine flood,India,Asia,"Barmer, Jaisalmer, Kota, Udaipur districts (Rajasthan province)",24.256851,73.29282
2590,Flood,Riverine flood,India,Asia,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",21.299938,81.63569
2591,Flood,Riverine flood,India,Asia,"Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)",23.829922,91.280754
2592,Flood,Riverine flood,India,Asia,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",20.101501,86.42713
2593,Flood,Flash flood,India,Asia,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",20.101501,86.42713
2594,Flood,Riverine flood,India,Asia,"Bihar, Orissa, West Bengal, Assam, Kerala, Gujarat, Karnataka provinces",22.773314,72.34043
2595,Drought,Drought,India,Asia,"Bongaigaon, Cachar, Dhuburi, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Sibsagar, Barpeta, Darrang, Dhemaji, Dibrugarh, Karimganj, Nalbari, North Cachar Hills, Sonitpur, Tinsukia districts (Assam province), Bilaspur, Chamba, Hamirpur, Kangra, Kinnaur, Kullu, Lahaul and Spiti, Mandi, Shimla, Sirmaur, Solan, Una districts (Himachal Pradesh province), Chatra, Garhwa, Latehar, Palamu, Dumka, Deoghar, Giridih, Godda, Jamtara, Pakur, Sahibganj, Bokaro, Dhanbad, Purba Singhbhum, Gumla, Hazaribag, Koderma, Lohardaga, Ranchi, Simdega, Saraikela Kharsawan, Pashchim Singhbhum districts (Jharkhand province), Bishnupur, Chandel, Churachandpur, East Imphal, West Imphal, Senapati, Tamenglong, Thoubal, Ukhrul districts (Manipur province), Dimapur, Kohima, Phek, Mokokchung, Mon, Tuensang, Wokha, Zunheboto districts (Nagaland province), Ambedkar Nagar, Ballia, Bareilly, Basti, Deoria, Farrukkhabad, Fatehpur, Ghazipur, Hardoi, Hathras, Jaunpur, Kannauj, Kanpur Dehat, Mainpuri, Mau, Rae Bareli, Sultanpur, Sant Kabir Nagar, Unnao, Agra, Shahjahanpur, Faizabad, Meerut, Mahoba, Aligarh, Jyotiba Phule Nagar, Balrampur, Etah, Rampur, Ghaziabad, Gautam Buddha Nagar, Banda, Mathura, Allahabad, Auraiya, Jalaun, Varanasi, Chandauli, Moradabad, Azamgarh, Siddharth Nagar, Badaun, Sitapur, Firozabad, Saharanpur, Chitrakoot, Etawah, Bulandshahr, Kaushambi, Pilibhit, Muzaffarnagar, Kushinagar, Jhansi, Lucknow, Bijnor, Mirzapur districts (Uttar Pradesh province), Patna, Nalanda, Gaya, Buxar, Bhojpur, Rohtas, Bhabua, Siwan, Nawada, Munger, Aurangabad, Sheikhpura, Lakhisarai, Jamui, Bhagalpur, Banka, Saran, Jehanabad, Muzaffarpur, Sitamarhi, Begusarai, Madhepura, Kishanganj, Katihar, Vaishali districts (Bihar province), Bangalore Urban, Bangalore Rural, Kolar, Tumkur, Chitradurga, Davanagere, Chamrajnagar, Mysore, Mandya, Bellary, Koppal, Raichur, Gulbarga, Bidar, Belgaum, Bagalkot, Bijapur, Gadag districts (Karnataka province), Nanded, Latur, Aurangabad, Jalna, Bid, Parbhani, Osmanabad, Hingoli, Chandrapur, Yavatmal, Wardha, Thane, Raigarh, Nandurbar, Jalgaon, Amravati, Buldana, Washim, Garhchiroli, Pune, Satara, Sangli, Solapur, Kolhapur, Nashik, Dhule, Ahmednagar, Akola districts (Maharasthra province), Rewa, Satna, Sidhi, Shahdol, Anuppur, Umaria, Dindori, Jabalpur, Katni, Balaghat, Narsinghpur, Mandla, Sagar, Panna, Tikamgarh, Chhatarpur, Raisen, Vidisha, Damoh, Sehore, Gwalior, Guna, Ashoknagar, Shivpuri, Datia, Bhind, Morena, Sheopur, Shajapur, Dewas, Ratlam, East Nimar, Burhanpur, Barwani, Jhabua districts (Madhya Pradesh province), Ajmer, Alwar, Banswara, Barmer, Bhilwara, Bikaner, Bundi, Chittaurgarh, Churu, Dausa, Dungarpur, Ganganagar, Hanumangarh, Jaipur, Jaisalmer, Jalor, Jhunjhunu, Jodhpur, Nagaur, Pali, Rajsamand, Sawai Madhopur, Sikar, Sirohi, Tonk, Udaipur districts (Rajasthan province)",20.101501,86.42713
2596,Flood,Riverine flood,India,Asia,Andhra Pradesh province,15.518033,79.36247
2597,Flood,Riverine flood,India,Asia,"Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces",29.599537,79.65997
2598,Flood,Riverine flood,India,Asia,"Rudra Prayag, Bageshwar districts (Uttarakhand province)",30.284994,78.982765
