"countrycode","year","cluster","requirements","funding","percentfunded"
"NER","2018","Education","8060345","431782","5"
"NER","2018","Logistique UNHAS","8217113","5036679","61"
"NER","2018","Multi-Sector for Refugees","32246906","7713733","24"
"NER","2018","Nutrition","68924216","20179188","29"
"NER","2018","Protection","10101705","3425851","34"
"NER","2018","S/Cluster Protection de l'Enfant","4883579","821769","17"
"NER","2018","S/Cluster VBG","4980704","196443","4"
"NER","2018","Santé","13127352","1168857","9"
"NER","2018","Sécurité Alimentaire","150274540","93804572","62"
"NER","2018","Wash","17181606","4298918","25"
"NER","2017","Abris/NFI","12429735","4875492","39"
"NER","2017","Coordination and Support Services","3521248","1194224","34"
"NER","2017","Education","10371307","3933828","38"
"NER","2017","Logistique UNHAS","7839168","22362823","285"
"NER","2017","Nutrition","70097160","24012920","34"
"NER","2017","Protection","21780818","2041876","9"
"NER","2017","S/Cluster Protection de l'Enfant","4149711","1111510","27"
"NER","2017","S/Cluster VBG","1261109","2512346","199"
"NER","2017","Santé","16271830","3123080","19"
"NER","2017","Securité Alimentaire","121699552","102340895","84"
"NER","2017","Wash","17852151","9032643","51"
"NER","2016","COORDINATION AND SUPPORT SERVICES","3804401","2712654","71"
"NER","2016","EARLY RECOVERY","502812","1404682","279"
"NER","2016","EDUCATION","2919999","386675","13"
"NER","2016","EMERGENCY SHELTER AND NFI","5500400","2271708","41"
"NER","2016","FOOD SECURITY","143348156","20535199","14"
"NER","2016","HEALTH","4410034","2211208","50"
"NER","2016","LOGISTICS","8481897","1603670","19"
"NER","2016","MULTI-SECTOR FOR REFUGEES","50685056","18761124","37"
"NER","2016","NUTRITION","28174397","36135949","128"
"NER","2016","PROTECTION","3380434","2334902","69"
"NER","2016","WATER AND SANITATION","9265613","4467464","48"
"NER","2015","COORDINATION AND SUPPORT SERVICES","3644130","1172557","32"
"NER","2015","EARLY RECOVERY","4798316","550000","11"
"NER","2015","EMERGENCY SHELTER AND NFI","2680109","595185","22"
"NER","2015","FOOD SECURITY","200540792","130323359","65"
"NER","2015","HEALTH","10060266","5004547","50"
"NER","2015","LOGISTICS","7867513","3491684","44"
"NER","2015","MULTI-SECTOR FOR REFUGEES","41406607","24321788","59"
"NER","2015","NUTRITION","86142908","27227939","32"
"NER","2015","PROTECTION","4084653","1319958","32"
"NER","2015","WATER AND SANITATION","11760821","2149073","18"
"NER","2014","COORDINATION AND SUPPORT SERVICES","3870398","6397586","165"
"NER","2014","EARLY RECOVERY","4000000","1500000","38"
"NER","2014","EDUCATION","835000","737406","88"
"NER","2014","EMERGENCY SHELTER AND NFI","2105409","696000","33"
"NER","2014","FOOD SECURITY","170258097","90687991","53"
"NER","2014","HEALTH","6095285","2246044","37"
"NER","2014","LOGISTICS","7596854","6784615","89"
"NER","2014","MULTI-SECTOR FOR REFUGEES","44623416","22841576","51"
"NER","2014","NUTRITION","55906718","27923776","50"
"NER","2014","PROTECTION","1865150","4181027","224"
"NER","2014","WATER AND SANITATION","8080101","4955804","61"
"NER","2013","COORDINATION/IM AND SUPPORT SERVICES","3900908","2422397","62"
"NER","2013","EARLY RECOVERY","4729134","2532108","54"
"NER","2013","EDUCATION","2495045","1196059","48"
"NER","2013","EMERGENCY PREPAREDNESS","1740900","1334957","77"
"NER","2013","FOOD SECURITY","130520933","149541886","115"
"NER","2013","HEALTH","16304531","9371683","57"
"NER","2013","LOGISTICS","7251013","10037120","138"
"NER","2013","MULTI-SECTOR","74195398","42429913","57"
"NER","2013","NUTRITION","91006898","59829824","66"
"NER","2013","PROTECTION","3655963","1558169","43"
"NER","2013","WATER, SANITATION AND HYGIENE","19477236","7874762","40"
"NER","2012","COORDINATION/IM AND SUPPORT SERVICES","3714700","1775701","48"
"NER","2012","EARLY RECOVERY","7324380","5500858","75"
"NER","2012","EDUCATION","2495716","1629213","65"
"NER","2012","FOOD SECURITY","276401901","193191950","70"
"NER","2012","HEALTH","13106968","5352409","41"
"NER","2012","LOGISTICS","8984876","11277173","126"
"NER","2012","MULTI-SECTOR","52263840","4702941","9"
"NER","2012","NUTRITION","116027636","81096609","70"
"NER","2012","PROTECTION","2506040","955181","38"
"NER","2012","WATER, SANITATION AND HYGIENE","6814746","7031773","103"
"NER","2011","COORDINATION/IM AND SUPPORT SERVICES","8895076","8612203","97"
"NER","2011","EARLY RECOVERY","16637160","2423675","15"
"NER","2011","FOOD SECURITY","105173294","55477791","53"
"NER","2011","HEALTH","20108683","6943434","35"
"NER","2011","NUTRITION","54647579","42380255","78"
"NER","2011","WATER, SANITATION AND HYGIENE","3797500","392262","10"
"NGA","2026","Coordination","7000000","1330972","19"
"NGA","2026","Education","23341395","2356634","10"
"NGA","2026","Food Security","224404772","2849812","1"
"NGA","2026","Health","33715660","1686333","5"
"NGA","2026","Nutrition","94377057","8509364","9"
"NGA","2026","Protection","38096650","6772342","18"
"NGA","2026","Shelter and Non-food Items","23372599","971236","4"
"NGA","2026","WASH","35895321","1647499","5"
"NGA","2025","Anticipatory Action","45000000","3501810","8"
"NGA","2025","Camp Coordination and Camp Management","15996913","360500","2"
"NGA","2025","Coordination and Support Services","15000000","6556604","44"
"NGA","2025","Early Recovery and Livelihoods","22229420","14062498","63"
"NGA","2025","Education","35787765","13943216","39"
"NGA","2025","Emergency Shelter and NFI","54713175","7813476","14"
"NGA","2025","Emergency Telecommunications","1200000","100001","8"
"NGA","2025","Food Security","352175507","77883277","22"
"NGA","2025","Health","74121904","15989123","22"
"NGA","2025","Logistics","25500000","8391680","33"
"NGA","2025","Multi-Purpose Cash","12000000","3407156","28"
"NGA","2025","Nutrition","132096081","61332652","46"
"NGA","2025","Protection","57179803","23315325","41"
"NGA","2025","Water and Sanitation","67245903","12813269","19"
"NGA","2024","Camp Coordination and Camp Management","19677983","4053414","21"
"NGA","2024","Coordination and Support Services","21300000","18048323","85"
"NGA","2024","Early Recovery and Livelihoods","27857856","16312139","59"
"NGA","2024","Education","57583920","12430917","22"
"NGA","2024","Emergency Shelter and NFI","58450283","11090341","19"
"NGA","2024","Emergency Telecommunications","1200000","1163291","97"
"NGA","2024","Food Security","340000000","173934174","51"
"NGA","2024","Health","89923307","39185889","44"
"NGA","2024","Logistics","33135291","22735019","69"
"NGA","2024","Multi-Purpose Cash","12000000","11698411","97"
"NGA","2024","Nutrition","112676128","123603450","110"
"NGA","2024","Protection","65467884","49827720","76"
"NGA","2024","Water and Sanitation","87270034","38038064","44"
"NGA","2023","COORDINATION AND SUPPORT SERVICES","21300000","23657822","111"
"NGA","2023","Camp Coordination and Camp Management","28700000","5309938","19"
"NGA","2023","Early Recovery and Livelihoods","74731495","20355631","27"
"NGA","2023","Education","94000000","8379862","9"
"NGA","2023","Emergency Shelter and NFI","56700000","26290191","46"
"NGA","2023","Emergency Telecommunications","1600000","710578","44"
"NGA","2023","Food Security","470200000","200937379","43"
"NGA","2023","Health","168755268","74881616","44"
"NGA","2023","Logistics","26468397","27543447","104"
"NGA","2023","Multi-Purpose Cash","18072034","5725392","32"
"NGA","2023","Nutrition","133203348","48991565","37"
"NGA","2023","Protection","104922974","39396470","38"
"NGA","2023","Water and Sanitation","113300000","45897713","41"
"NGA","2022","COORDINATION AND SUPPORT SERVICES","21253085","15003372","71"
"NGA","2022","Camp Coordination and Camp Management","22713288","7681144","34"
"NGA","2022","Early Recovery and Livelihoods","58948891","18218645","31"
"NGA","2022","Education","100173309","7676385","8"
"NGA","2022","Emergency Shelter and NFI","59294653","30464957","51"
"NGA","2022","Emergency Telecommunications","1600000","1500000","94"
"NGA","2022","Food Security","450889266","307929250","68"
"NGA","2022","Health","52389956","76937577","147"
"NGA","2022","Logistics","30446311","27858423","92"
"NGA","2022","Multi-Purpose Cash","4977438","6723733","135"
"NGA","2022","Nutrition","144583050","104321007","72"
"NGA","2022","Protection","78400935","37123219","47"
"NGA","2022","Water and Sanitation","101541459","28776530","28"
"NGA","2021","COORDINATION AND SUPPORT SERVICES","18940600","14134564","75"
"NGA","2021","Camp Coordination and Camp Management","22946853","2420281","11"
"NGA","2021","Early Recovery and Livelihoods","65627336","18298390","28"
"NGA","2021","Education","51252539","19719135","38"
"NGA","2021","Emergency Shelter and NFI","63909939","13614154","21"
"NGA","2021","Emergency Telecommunications","1967592","2795969","142"
"NGA","2021","Food Security","353596157","154318817","44"
"NGA","2021","Health","81104528","39984852","49"
"NGA","2021","Logistics","30706203","29272872","95"
"NGA","2021","Nutrition","131838246","55116491","42"
"NGA","2021","Protection","91276443","51047752","56"
"NGA","2021","Water and Sanitation","92730602","48440389","52"
"NGA","2020","Camp Coordination and Camp Management","20133723","14622891","73"
"NGA","2020","Camp Coordination and Camp Management COVID-19","6469795","924891","14"
"NGA","2020","Coordination and Support Services","17784062","12966127","73"
"NGA","2020","Coordination and Support Services COVID-19","308769","149358","48"
"NGA","2020","Early Recovery and Livelihoods","100089535","5269598","5"
"NGA","2020","Education","40440585","10828159","27"
"NGA","2020","Education COVID-19","14577026","4896101","34"
"NGA","2020","Emergency Shelter and NFI","65589682","8355116","13"
"NGA","2020","Emergency Shelter and NFI COVID-19","10714016","2896102","27"
"NGA","2020","Emergency Telecommunications","2952395","1142640","39"
"NGA","2020","Food Security","212235690","233482977","110"
"NGA","2020","Food Security COVID-19","102537484","20405067","20"
"NGA","2020","Health","86230294","24632934","29"
"NGA","2020","Health COVID-19","53804465","15384988","29"
"NGA","2020","Logistics","30252388","2140603","7"
"NGA","2020","Nutrition","93448019","45097326","48"
"NGA","2020","Nutrition COVID-19","10043622","1524683","15"
"NGA","2020","Protection","22772209","17447917","77"
"NGA","2020","Protection COVID-19","2484041","6451","0"
"NGA","2020","Protection: Child Protection","22752846","2711583","12"
"NGA","2020","Protection: Child Protection COVID-19","4452031","724863","16"
"NGA","2020","Protection: Gender Based Violence COVID-19","6368725","0","0"
"NGA","2020","Protection: Gender-Based Violence","28948336","4311541","15"
"NGA","2020","Protection: Mine Action","7817687","0","0"
"NGA","2020","Water and Sanitation","86477896","12524881","14"
"NGA","2020","Water and Sanitation COVID-19","17652653","11794520","67"
"NGA","2019","Camp Coordination and Camp Management","19510302","5628891","29"
"NGA","2019","Coordination and Support Services","16471449","7174728","44"
"NGA","2019","Early Recovery and Livelihoods","53701608","20554491","38"
"NGA","2019","Education","48313512","37713776","78"
"NGA","2019","Emergency Shelter and NFI","60473481","19200046","32"
"NGA","2019","Emergency Telecommunications","3446215","206063","6"
"NGA","2019","Food Security","263587884","229532779","87"
"NGA","2019","Health","73674152","14896007","20"
"NGA","2019","Logistics","27978517","23102248","83"
"NGA","2019","Nutrition","106285756","94318444","89"
"NGA","2019","Protection","30586326","10523873","34"
"NGA","2019","Protection: Child Protection","36640877","7815279","21"
"NGA","2019","Protection: Gender-Based Violence","38199952","7832963","21"
"NGA","2019","Water and Sanitation","68833550","22106572","32"
"NGA","2018","Camp Coordination and Camp Management","18520869","15579335","84"
"NGA","2018","Child Protection","39719941","10947474","28"
"NGA","2018","Coordination and Support Services","18167692","12424449","68"
"NGA","2018","Early Recovery and Livelihoods","30705111","8902303","29"
"NGA","2018","Education","60853026","16121415","26"
"NGA","2018","Emergency Shelter and NFI","67356321","11833513","18"
"NGA","2018","Emergency Telecommunications","4440110","1610600","36"
"NGA","2018","Food Security","435080206","344905807","79"
"NGA","2018","Gender-Based Violence","40260328","3229026","8"
"NGA","2018","Health","109571527","44154214","40"
"NGA","2018","Logistics","33618301","32220773","96"
"NGA","2018","Nutrition","107061654","120854644","113"
"NGA","2018","Protection","33687109","8283197","25"
"NGA","2018","Water and Sanitation","48726392","13228281","27"
"NGA","2017","Camp Coordination and Camp Management","11560000","5179434","45"
"NGA","2017","Coordination and Support Services","31193662","25250653","81"
"NGA","2017","Early Recovery and Livelihoods","44553589","5802462","13"
"NGA","2017","Education","56339244","11944971","21"
"NGA","2017","Emergency Shelter and NFI","70332436","18741806","27"
"NGA","2017","Emergency Telecommunications","5846761","3756484","64"
"NGA","2017","Food Security","480260433","225026621","47"
"NGA","2017","Health","93827598","27614693","29"
"NGA","2017","Logistics","12238706","13164548","108"
"NGA","2017","Nutrition","110268668","107551006","98"
"NGA","2017","Protection","88274151","35932537","41"
"NGA","2017","Water and Sanitation","49736246","25070825","50"
"NGA","2016","CAMP COORDINATION AND CAMP MANAGEMENT","12358500","11205210","91"
"NGA","2016","COORDINATION AND SUPPORT SERVICES","19832865","26314123","133"
"NGA","2016","EARLY RECOVERY","26361765","162638","1"
"NGA","2016","EDUCATION","23598454","4322053","18"
"NGA","2016","EMERGENCY SHELTER AND NFI","53743197","17227848","32"
"NGA","2016","FOOD SECURITY","157635957","72677535","46"
"NGA","2016","HEALTH","53143622","11760001","22"
"NGA","2016","NUTRITION","33216948","24873342","75"
"NGA","2016","PROTECTION","55885268","9316557","17"
"NGA","2016","WATER AND SANITATION","48403022","7059788","15"
"NGA","2015","COORDINATION AND SUPPORT SERVICES","8869352","6682223","75"
"NGA","2015","EDUCATION","7800000","1928718","25"
"NGA","2015","EMERGENCY SHELTER AND NFI","3761050","3064569","81"
"NGA","2015","FOOD SECURITY","11754424","8428983","72"
"NGA","2015","HEALTH","16987498","5153989","30"
"NGA","2015","NUTRITION","14000000","9527538","68"
"NGA","2015","PROTECTION","28389083","16472172","58"
"NGA","2015","WATER AND SANITATION","8702088","5159177","59"
"NGA","2014","COORDINATION AND SUPPORT SERVICES","7882565","3542380","45"
"NGA","2014","FOOD SECURITY","14290659","4712925","33"
"NGA","2014","HEALTH","17736833","1227860","7"
"NGA","2014","NUTRITION","2333666","2578075","110"
"NGA","2014","PROTECTION","14885807","3621512","24"
"NGA","2014","WATER AND SANITATION","13437502","1702244","13"
"NIC","2011","COLLECTIVE CENTRES/EMERGENCY SHELTER","767037","239386","31"
"NIC","2011","EARLY RECOVERY","1907584","1129438","59"
"NIC","2011","FOOD SECURITY","10530473","3246816","31"
"NIC","2011","HEALTH","785760","323105","41"
"NIC","2011","WASH","850000","418906","49"
"NIC","2007","CHILD PROTECTION","50000","21553","43"
"NIC","2007","EARLY RECOVERY","16380100","2651739","16"
"NIC","2007","EDUCATION","395000","170265","43"
"NIC","2007","EMERGENCY SHELTER","7000000","1791180","26"
"NIC","2007","FOOD SECURITY","10220825","9182162","90"
"NIC","2007","HEALTH","1490000","2456525","165"
"NIC","2007","LOGISTICS","3320035","70755","2"
"NIC","2007","NUTRITION","530000","377722","71"
"NIC","2007","WATER AND SANITATION","1290000","1233887","96"
"NPL","2024","Education","1760000","798962","45"
"NPL","2024","Food Security","3000000","21864724","729"
"NPL","2024","Health","2200000","816410","37"
"NPL","2024","Nutrition","800000","0","0"
"NPL","2024","Protection","1000000","1610396","161"
"NPL","2024","WASH","4000000","1142633","29"
"NPL","2021","Health","42000000","3894897","9"
"NPL","2021","Nutrition","3500000","24805","1"
"NPL","2021","Risk Communication - Community Engagement","3750000","13348","0"
"NPL","2021","WASH","10200000","0","0"
"NPL","2015","CCCM","10326856","1187951","12"
"NPL","2015","COORDINATION","3443000","4274579","124"
"NPL","2015","EARLY RECOVERY","16049800","9070396","57"
"NPL","2015","EDUCATION","24064072","11485312","48"
"NPL","2015","EMERGENCY TELECOMMUNICATIONS","2029465","1060065","52"
"NPL","2015","FOOD SECURITY","98639453","31462296","32"
"NPL","2015","HEALTH","41822974","19982183","48"
"NPL","2015","LOGISTICS","39508568","25132788","64"
"NPL","2015","NUTRITION","11016755","7996462","73"
"NPL","2015","PROTECTION","13714915","12214975","89"
"NPL","2015","SHELTER AND NFIs","98260938","48510231","49"
"NPL","2015","WASH","62985546","23008146","37"
"NPL","2010","COORDINATION ","1823377","768525","42"
"NPL","2010","FOOD SECURITY AND NUTRITION","93179190","53086612","57"
"NPL","2010","REFUGEES (Multi-sector)","26458559","16464648","62"
"NPL","2009","Coordination","2954795","1796632","61"
"NPL","2009","Disaster Preparedness","4156600","840680","20"
"NPL","2009","Emergency Education","675269","589500","87"
"NPL","2009","Food Security","92118169","101068062","110"
"NPL","2009","Health","4468113","2378710","53"
"NPL","2009","Protection","3874456","993722","26"
"NPL","2009","Refugees (Multi-sector)","12014070","8048163","67"
"NPL","2008","AGRICULTURE ","2250000","205698","9"
"NPL","2008","CAMP COORDINATION AND CAMP MANAGEMENT","580000","200000","34"
"NPL","2008","COORDINATION AND INFORMATION MANAGEMENT","600000","134575","22"
"NPL","2008","EDUCATION","713340","197950","28"
"NPL","2008","EMERGENCY SHELTER","942147","774528","82"
"NPL","2008","FOOD SECURITY","7987885","5846118","73"
"NPL","2008","HEALTH","1719642","572000","33"
"NPL","2008","PROTECTION (Including Child Protection)","730000","229099","31"
"NPL","2008","WATER, SANITATION AND HYGIENE","657813","296545","45"
"PAK","2026","Education","10746767","2275000","21"
"PAK","2026","Food Security and Livelihoods","9952544","473845","5"
"PAK","2026","Health","3047250","4066896","133"
"PAK","2026","Protection","4830758","360000","7"
"PAK","2026","Shelter & NFI","11069808","93897","1"
"PAK","2026","WASH","10842264","0","0"
"PAK","2025","Coordination and common services","502762","71211","14"
"PAK","2025","Education","10076456","4041531","40"
"PAK","2025","Food Security and Livelihoods","32623121","7854790","24"
"PAK","2025","Health","1652750","4382734","265"
"PAK","2025","Multi-Purpose Cash","6752724","2610959","39"
"PAK","2025","Nutrition","5746296","308699","5"
"PAK","2025","Protection","3004237","140000","5"
"PAK","2025","Shelter & NFI","15015098","4570126","30"
"PAK","2025","WASH","10313736","4788221","46"
"PAK","2023","Coordination and Support Services","1666667","5351292","321"
"PAK","2023","Education","16955157","18099966","107"
"PAK","2023","Food Security and Agriculture","103271899","47148141","46"
"PAK","2023","Health","30723277","25891508","84"
"PAK","2023","Logistics","1060000","2145124","202"
"PAK","2023","Nutrition","54690424","23860278","44"
"PAK","2023","Protection","29840187","20656897","69"
"PAK","2023","Shelter and Non-Food Items (NFI)","55896745","25939552","46"
"PAK","2023","WASH","49903565","25453458","51"
"PAK","2022","Coordination and Support Services","1333333","2052950","154"
"PAK","2022","Education","23647157","13222258","56"
"PAK","2022","Food Security and Agriculture","166131467","131072991","79"
"PAK","2022","Health","83776723","15729982","19"
"PAK","2022","Logistics","8094896","9107597","113"
"PAK","2022","Nutrition","36345212","33514873","92"
"PAK","2022","Protection","16087202","8984026","56"
"PAK","2022","Shelter and Non-Food Items (NFI)","89598170","30570184","34"
"PAK","2022","WASH","47294467","26933376","57"
"PAK","2021","Coordination and  Common Services","930000","199272","21"
"PAK","2021","Education","10042974","1202814","12"
"PAK","2021","Food Security","56579843","41519052","73"
"PAK","2021","Health","24377309","22843289","94"
"PAK","2021","Nutrition","29201942","215256539","737"
"PAK","2021","Protection","70222948","5461835","8"
"PAK","2021","Refugee Response","108148370","2439024","2"
"PAK","2021","Shelter","3827765","0","0"
"PAK","2021","WASH","28712014","4055608","14"
"PAK","2020","Education COVID-19","4000000","353035","9"
"PAK","2020","Food Security and Agriculture COVID-19","54000000","2217474","4"
"PAK","2020","Health COVID-19","37425410","28861761","77"
"PAK","2020","Nutrition COVID-19","11500000","2849105","25"
"PAK","2020","Protection COVID-19","14915672","721383","5"
"PAK","2020","WASH COVID-19","15447796","1449515","9"
"PAK","2019","Child Protection","1409864","8050","1"
"PAK","2019","Coordination and  Common Services","3900000","4431450","114"
"PAK","2019","Education","12699667","121044","1"
"PAK","2019","Food Security","84746000","26466281","31"
"PAK","2019","Gender-based Violence","3700000","518201","14"
"PAK","2019","Health","33408473","4421003","13"
"PAK","2019","Nutrition","42473963","16433047","39"
"PAK","2019","WASH","19623165","1424979","7"
"PAK","2018","Common Services","4340108","2759920","64"
"PAK","2018","Education","7000000","1345190","19"
"PAK","2018","Emergency Shelter and NFIs","7597877","649943","9"
"PAK","2018","Food Security","72700001","45071765","62"
"PAK","2018","Health","9968544","1227327","12"
"PAK","2018","Nutritiion","9500000","9579666","101"
"PAK","2018","WASH","10168589","2385645","23"
"PAK","2017","Camp Coordination and Camp Management","605796","878477","145"
"PAK","2017","Common Services","4802233","2643838","55"
"PAK","2017","Community Restoration","26230000","723964","3"
"PAK","2017","Education","6529647","999444","15"
"PAK","2017","Emergency Shelter and NFIs","22834256","3741640","16"
"PAK","2017","Food Security","95607117","52955820","55"
"PAK","2017","Health","14945856","999989","7"
"PAK","2017","Multi-sector for Refugees","123012338","23118142","19"
"PAK","2017","Nutrition","22088971","12853784","58"
"PAK","2017","Protection","8100000","659311","8"
"PAK","2017","WASH","14647510","6450204","44"
"PAK","2012","COMMUNITY RESTORATION/EARLY RECOVERY","42500000","336115","1"
"PAK","2012","COORDINATION","1905009","554505","29"
"PAK","2012","EDUCATION","21581765","456622","2"
"PAK","2012","FOOD SECURITY","69474818","23299686","34"
"PAK","2012","HEALTH","52069693","6950000","13"
"PAK","2012","NUTRITION","24756638","14829090","60"
"PAK","2012","PROTECTION","11647545","1382163","12"
"PAK","2012","SHELTER/NFIs","155498765","23468237","15"
"PAK","2012","WATER, SANITATION, HYGIENE","61108455","4597345","8"
"PAK","2011","COORDINATION","525504","418048","80"
"PAK","2011","FOOD SECURITY","173940784","74340264","43"
"PAK","2011","HEALTH","45911379","21666843","47"
"PAK","2011","LOGISTICS","1859502","1448792","78"
"PAK","2011","SHELTER/NFIs","66452014","33393089","50"
"PAK","2011","WATER, SANITATION, HYGIENE","68070486","13564150","20"
"PAK","2010","AGRICULTURE","170552906","109505813","64"
"PAK","2010","CAMP COORDINATION AND CAMP MANAGEMENT","12829817","5367462","42"
"PAK","2010","COMMUNITY RESTORATION","180484815","101888629","56"
"PAK","2010","COORDINATION AND SUPPORT SERVICES","18925517","12064230","64"
"PAK","2010","EDUCATION","83402534","34856367","42"
"PAK","2010","FOOD SECURITY","573522277","435686935","76"
"PAK","2010","HEALTH","199138879","109885139","55"
"PAK","2010","LOGISTICS AND EMERGENCY COMMUNICATIONS","50476269","46128752","91"
"PAK","2010","NUTRITION","44741500","31718075","71"
"PAK","2010","PROTECTION","62531227","25612586","41"
"PAK","2010","SHELTER & NON-FOOD ITEMS","322093129","188871050","59"
"PAK","2010","WATER, SANITATION AND HYGIENE","244774376","127157795","52"
"PAK","2010","AGRICULTURE","29561378","9067448","31"
"PAK","2010","COMMUNITY RESTORATION","42825537","16829678","39"
"PAK","2010","COORDINATION ","11629521","8809428","76"
"PAK","2010","EDUCATION ","30492675","15832025","52"
"PAK","2010","FOOD ASSISTANCE","245218689","130416719","53"
"PAK","2010","HEALTH","70584200","33249629","47"
"PAK","2010","LOGISTICS ","4761985","1319900","28"
"PAK","2010","NUTRITION","14413038","6913787","48"
"PAK","2010","PROTECTION","32559126","9022637","28"
"PAK","2010","SHELTER & NON-FOOD ITEMS","133003840","13198968","10"
"PAK","2010","WATER, SANITATION AND HYGIENE","38528017","14912754","39"
"PAK","2009","AGRICULTURE","21919142","4270180","19"
"PAK","2009","CAMP COORDINATION AND CAMP MANAGEMENT","31042491","29742086","96"
"PAK","2009","COORDINATION ","8534051","7495192","88"
"PAK","2009","EARLY RECOVERY","28666871","1161004","4"
"PAK","2009","EDUCATION","23250130","8457541","36"
"PAK","2009","EMERGENCY SHELTER","149344244","99987201","67"
"PAK","2009","FOOD AID","283226347","277268346","98"
"PAK","2009","HEALTH","42065870","25354763","60"
"PAK","2009","LOGISTICS SUPPORT SERVICES","6610430","4235103","64"
"PAK","2009","NUTRITION","5106951","5103011","100"
"PAK","2009","PROTECTION","42354000","23281666","55"
"PAK","2009","WATER, SANITATION AND HYGIENE","37950000","32124313","85"
"PAK","2007","CAMP COOR. AND CAMP MGMT","1038850","593850","57"
"PAK","2007","COORDINATION","348000","137111","39"
"PAK","2007","EARLY RECOVERY","9545000","2369803","25"
"PAK","2007","EDUCATION","2147000","688373","32"
"PAK","2007","EMERGENCY TELECOMMUNICATIONS","684290","342145","50"
"PAK","2007","FOOD","4218753","3513596","83"
"PAK","2007","FOOD SECURITY","1826000","1535026","84"
"PAK","2007","HEALTH","4715000","2396956","51"
"PAK","2007","LOGISTICS","1092129","922531","84"
"PAK","2007","NUTRITION","1945275","992836","51"
"PAK","2007","PROTECTION","1590000","208133","13"
"PAK","2007","SHELTER","8632000","3658711","42"
"PAK","2007","WATER, SANITATION & HYGIENE","4740000","3223114","68"
"PER","2017","Early Recovery and Livelihoods","5170000","250016","5"
"PER","2017","Education","2614200","730416","28"
"PER","2017","Food Security and Nutrition","4898208","872688","18"
"PER","2017","Health","5620000","881445","16"
"PER","2017","Protection","2132000","243776","11"
"PER","2017","Shelters and Camps Coordination and Management","4335000","607196","14"
"PER","2017","Temporary Shelters and Housing","4683000","770000","16"
"PER","2017","WASH","9840000","2841920","29"
"PER","2007","COORDINATION","692000","100000","14"
"PER","2007","EARLY RECOVERY","2600000","507100","20"
"PER","2007","EDUCATION","5311176","1101278","21"
"PER","2007","EMERGENCY EMPLOYMENT","4000000","200000","5"
"PER","2007","EMERGENCY TELECOMMUNICATIONS SERVICES","787963","40000","5"
"PER","2007","FOOD SECURITY ","14728824","8642015","59"
"PER","2007","HEALTH","2120000","1683350","79"
"PER","2007","PROTECTION OF CHILDREN AND OTHER AT RISK GROUPS","790000","1309290","166"
"PER","2007","SHELTER AND CAMP MANAGEMENT","5000000","5021937","100"
"PER","2007","WATER AND SANITATION","1670000","1321570","79"
"PHL","2025","Camp Coordination / Management","1320000","545791","41"
"PHL","2025","Education","1160000","1180008","102"
"PHL","2025","Emergency Shelter","4790800","4115023","86"
"PHL","2025","Food Security and Agriculture","5200000","3038592","58"
"PHL","2025","Health","191200","2321522","1214"
"PHL","2025","Logistics","200000","1500000","750"
"PHL","2025","Multipurpose Cash","1742269","5227216","300"
"PHL","2025","Nutrition","80000","43280","54"
"PHL","2025","Protection","232482","1111764","478"
"PHL","2025","WASH","1944000","2381007","122"
"PHL","2024","Camp Coordination / Management","1980000","659273","33"
"PHL","2024","Education","1740000","375427","22"
"PHL","2024","Emergency Shelter","7186200","2249861","31"
"PHL","2024","Food Security and Agriculture","7800000","2506898","32"
"PHL","2024","Health","286800","502293","175"
"PHL","2024","Logistics","300000","566491","189"
"PHL","2024","Multipurpose Cash","2613403","5905665","226"
"PHL","2024","Nutrition","120000","65171","54"
"PHL","2024","Protection","369723","1681152","455"
"PHL","2024","WASH","2916000","1597298","55"
"PHL","2022","Camp Coordination and Camp Management","9800000","1858674","19"
"PHL","2022","Coordination","1600000","1870000","117"
"PHL","2022","Early Recovery","9000000","200000","2"
"PHL","2022","Education","3900000","271684","7"
"PHL","2022","Emergency Shelter","30000000","14151651","47"
"PHL","2022","Emergency Telecommunication","1000000","599953","60"
"PHL","2022","Food Security and Agriculture","47591547","27637285","58"
"PHL","2022","Health","14400000","10925494","76"
"PHL","2022","Logistics","5000000","3815932","76"
"PHL","2022","Nutrition","4446231","32693","1"
"PHL","2022","Protection","13204000","4020262","30"
"PHL","2022","WASH","28965185","8121943","28"
"PHL","2020","Coordination COVID-19","200000","471594","236"
"PHL","2020","Emergency Shelter COVID-19","1365288","0","0"
"PHL","2020","Health COVID-19","28856591","4518890","16"
"PHL","2020","Protection inc GBV and CP COVID-19","6488659","901706","14"
"PHL","2020","WASH COVID-19","19232343","0","0"
"PHL","2018","Coordination","400000","365031","91"
"PHL","2018","Early Recovery","5205791","991923","19"
"PHL","2018","Food Security and Agriculture","25963441","6054491","23"
"PHL","2018","Health (including Reproductive Health and Mental Health and Psychosocial Services)","5029125","1336017","27"
"PHL","2018","Nutrition","1993950","453766","23"
"PHL","2018","Protection","4205500","500000","12"
"PHL","2018","Protection - Child Protection","1150000","482111","42"
"PHL","2018","Protection - Gender-Based Violence","1536650","482111","31"
"PHL","2018","Water, Sanitation and Hygiene","5008635","3039888","61"
"PHL","2014","CCCM","919889","761220","83"
"PHL","2014","Coordination","450000","435327","97"
"PHL","2014","Early Recovery and Livelihood","7127875","890000","12"
"PHL","2014","Education","1772857","466519","26"
