"countrycode","year","cluster","requirements","funding","percentfunded"
"BGD","2020","Multi-Sector COVID-19","37107343","201481","1"
"BGD","2020","Nutrition COVID-19","1275300","421338","33"
"BGD","2020","Shelter COVID-19","15069729","132114","1"
"BGD","2020","WASH COVID-19","13018500","2020371","16"
"BGD","2020","CHILD PROTECTION","23999999","8634583","36"
"BGD","2020","COMMUNICATION WITH COMMUNITIES","10000218","1514983","15"
"BGD","2020","COMMUNICATION WITH COMMUNITIES COVID-19","5151984","169349","3"
"BGD","2020","COORDINATION","3589200","277119","8"
"BGD","2020","COORDINATION COVID-19","12050000","535774","4"
"BGD","2020","EDUCATION","68977437","12252920","18"
"BGD","2020","EDUCATION COVID-19","1262860","0","0"
"BGD","2020","EMERGENCY TELECOMMUNICATIONS","2500000","2910125","116"
"BGD","2020","EMERGENCY TELECOMMUNICATIONS COVID-19","230000","1230012","535"
"BGD","2020","FOOD SECURITY","254642119","191783290","75"
"BGD","2020","FOOD SECURITY COVID-19","49692106","5929276","12"
"BGD","2020","GENDER BASED VIOLENCE","24000000","4298780","18"
"BGD","2020","HEALTH","85606112","30421754","36"
"BGD","2020","HEALTH COVID-19","86468968","18818633","22"
"BGD","2020","LOGISTICS","1400000","1000000","71"
"BGD","2020","LOGISTICS COVID-19","1200000","1092771","91"
"BGD","2020","NUTRITION","39926854","3650512","9"
"BGD","2020","Protection","39999206","20381765","51"
"BGD","2020","SHELTER/NON-FOOD ITEMS","111204611","23557782","21"
"BGD","2020","SHELTER/NON-FOOD ITEMS COVID-19","1603085","219672","14"
"BGD","2020","SITE MANAGEMENT and SITE DEVELOPMENT","95337865","13436518","14"
"BGD","2020","SITE MANAGEMENT and SITE DEVELOPMENT COVID-19","536770","0","0"
"BGD","2020","WATER SANITATION AND HYGIENE","115477601","11135951","10"
"BGD","2020","WATER SANITATION AND HYGIENE COVID-19","23235861","1616570","7"
"BGD","2019","Child Protection","23535186","24338497","103"
"BGD","2019","Communication with Communities","11010134","4656995","42"
"BGD","2019","Coordination","4200000","0","0"
"BGD","2019","Education","59499950","67329590","113"
"BGD","2019","Food Security","254070856","155071822","61"
"BGD","2019","Gender Based Violence","23471108","10199847","43"
"BGD","2019","Health","88748586","40212118","45"
"BGD","2019","Logistics","2800000","1483764","53"
"BGD","2019","Nutrition","48050143","63222293","132"
"BGD","2019","Protection","38864154","13063361","34"
"BGD","2019","Shelter","128800001","46437581","36"
"BGD","2019","Site Management","98736503","32977039","33"
"BGD","2019","WASH","136645508","52033886","38"
"BGD","2018","Communication with Communities","5869715","4264402","73"
"BGD","2018","Coordination","5557568","2229059","40"
"BGD","2018","Education","47319607","38557452","81"
"BGD","2018","Emergency Telecommunications","1200000","520000","43"
"BGD","2018","Food Security","240856565","177469058","74"
"BGD","2018","Health","113086292","46478001","41"
"BGD","2018","Logistics","3626042","3956554","109"
"BGD","2018","Nutrition","56722102","31331114","55"
"BGD","2018","Protection","34414853","13666786","40"
"BGD","2018","Protection - Child Protection","19047953","22484133","118"
"BGD","2018","Protection - Gender-Based Violence","18373631","8173519","44"
"BGD","2018","Shelter and Non-Food Items","136626254","34152612","25"
"BGD","2018","Site Management","131444984","43555530","33"
"BGD","2018","Water, Sanitation and Hygiene","136688639","36676771","27"
"BGD","2017","CWC","4221500","520700","12"
"BGD","2017","Education","26323000","1997321","8"
"BGD","2017","Food Security","77541500","113104315","146"
"BGD","2017","Health","48336000","16759599","35"
"BGD","2017","Inter-Sector Coordination","4180000","643507","15"
"BGD","2017","Logistics","3750000","1576436","42"
"BGD","2017","Nutrition","11090000","11825704","107"
"BGD","2017","Protection","30688000","11939238","39"
"BGD","2017","Refugee Response (Multi-Sector)","7550000","1946034","26"
"BGD","2017","Shelter NFI","90332000","27696684","31"
"BGD","2017","Site Management","56468000","10421090","18"
"BGD","2017","WASH","73592000","28810851","39"
"BOL","2008","AGRICULTURE","1775800","604057","34"
"BOL","2008","EDUCATION","585022","1689825","289"
"BOL","2008","FOOD SECURITY AND NUTRITION","8775932","9041150","103"
"BOL","2008","HEALTH","438650","364276","83"
"BOL","2008","PROTECTION","626535","558832","89"
"BOL","2008","SHELTER AND HOUSING","4398985","964309","22"
"BOL","2008","WATER AND SANITATION","2439469","1380858","57"
"BOL","2007","AGRICULTURE/LIVESTOCK","5150000","1723792","33"
"BOL","2007","CHILD PROTECTION","125000","125000","100"
"BOL","2007","EDUCATION","140000","521194","372"
"BOL","2007","FOOD ASSISTANCE","6505320","4186640","64"
"BOL","2007","HEALTH","130000","130000","100"
"BOL","2007","SHELTER","370000","152119","41"
"BOL","2007","WATER AND SANITATION","895000","914900","102"
"BOL","2007","YOUNG CHILD NUTRITION","70000","70000","100"
"CAF","2026","ABRIS&NFI","12105222","874694","7"
"CAF","2026","CCCM","3457592","364088","11"
"CAF","2026","Coordination","11096000","925806","8"
"CAF","2026","Eau, hygiène et assainissement","14101509","675940","5"
"CAF","2026","Education","14802771","2654669","18"
"CAF","2026","Nutrition","16594103","1107010","7"
"CAF","2026","Protection","33106060","3761846","11"
"CAF","2026","Réponse aux réfugiés","41076845","4799322","12"
"CAF","2026","Santé","13522336","1725357","13"
"CAF","2026","Sécurité alimentaire","86183710","2454153","3"
"CAF","2025","ABRIS&NFI","27021164","2693239","10"
"CAF","2025","Coordination","13461542","5616010","42"
"CAF","2025","Eau, hygiène et assainissement","21689036","8672129","40"
"CAF","2025","Education","20021799","7662022","38"
"CAF","2025","Logistique","20309000","4470918","22"
"CAF","2025","Nutrition","20538973","3189031","16"
"CAF","2025","Protection","29612588","13973536","47"
"CAF","2025","Réponse aux réfugiés","29354377","5747141","20"
"CAF","2025","Santé","26373564","13886114","53"
"CAF","2025","Sécurité alimentaire","111038729","25782397","23"
"CAF","2025","Transfert d’espèces à usages multiples","946466","31000","3"
"CAF","2024","ABRIS&NFI","30003775","15389466","51"
"CAF","2024","CCCM","6002060","3989366","66"
"CAF","2024","Coordination","12917000","11447564","89"
"CAF","2024","Eau, hygiène et assainissement","23500000","17675102","75"
"CAF","2024","Education","24787648","16994754","69"
"CAF","2024","Logistique","21486000","5267597","25"
"CAF","2024","Nutrition","25004019","11620318","46"
"CAF","2024","Protection","38004012","29894428","79"
"CAF","2024","Réponse aux réfugiés","36000000","2243682","6"
"CAF","2024","Santé","29967711","29917259","100"
"CAF","2024","Sécurité alimentaire","119998751","65328948","54"
"CAF","2023","ABRIS/CCCM/NFI","23814319","20775099","87"
"CAF","2023","Coordination","14450000","15572631","108"
"CAF","2023","Eau, hygiène et assainissement","27000000","18337141","68"
"CAF","2023","Education","27466010","33976618","124"
"CAF","2023","Logistique","35049496","11640773","33"
"CAF","2023","Nutrition","36990641","12286564","33"
"CAF","2023","Protection","42616157","35654570","84"
"CAF","2023","Réponse aux réfugiés","53169439","19228861","36"
"CAF","2023","Santé","40445400","31040168","77"
"CAF","2023","Sécurité alimentaire","230472336","101120068","44"
"CAF","2023","Télécommunication d'urgence","1832000","350000","19"
"CAF","2022","ABRIS/CCCM/NFI","24752372","15697330","63"
"CAF","2022","Coordination","14000000","22915737","164"
"CAF","2022","Eau, hygiène et assainissement","34500000","19990274","58"
"CAF","2022","Education","31788962","9349196","29"
"CAF","2022","Logistique","36411158","20422969","56"
"CAF","2022","Nutrition","29800000","17739829","60"
"CAF","2022","Protection","37000000","27634282","75"
"CAF","2022","Réponse aux réfugiés","49156557","6963309","14"
"CAF","2022","Santé","38500000","33342602","87"
"CAF","2022","Sécurité alimentaire","163400000","204461210","125"
"CAF","2021","Abris/NFI/CCCM","20790000","12390770","60"
"CAF","2021","Coordination","12400000","14654740","118"
"CAF","2021","Eau, hygiène et assainissement","38000000","8813975","23"
"CAF","2021","Education","36090000","17356097","48"
"CAF","2021","Logistique","22200000","23293683","105"
"CAF","2021","Nutrition","35000000","14246576","41"
"CAF","2021","Protection","40400000","25067106","62"
"CAF","2021","Réponse aux réfugiés","32210000","6679773","21"
"CAF","2021","Santé","38800000","22688616","58"
"CAF","2021","Sécurité alimentaire","168000000","98420880","59"
"CAF","2021","Télécommunication d'urgence","870000","138334","16"
"CAF","2020","CCCM-ABRIS-NFI","16500000","5763199","35"
"CAF","2020","CCCM-ABRIS-NFI COVID-19","31520090","1802338","6"
"CAF","2020","Coordination","14000000","4766732","34"
"CAF","2020","Eau, hygiène et assainissement","32000000","8310987","26"
"CAF","2020","Eau, hygiène et assainissement COVID-19","30000000","6898315","23"
"CAF","2020","Education","37000000","4906944","13"
"CAF","2020","Education COVID-19","10100000","2022366","20"
"CAF","2020","Logitique","21500000","15589721","73"
"CAF","2020","Logitique COVID-19","1565000","4204874","269"
"CAF","2020","Nutrition","28300000","16777704","59"
"CAF","2020","Nutrition COVID-19","6116200","1513829","25"
"CAF","2020","Plan de réponse pour les réfugiés","31010000","870175","3"
"CAF","2020","Protection","32500000","12006555","37"
"CAF","2020","Protection COVID-19","3100000","2551656","82"
"CAF","2020","Santé","31800000","18169228","57"
"CAF","2020","Santé COVID-19","3950000","13343891","338"
"CAF","2020","Sécurité alimentaire","154900000","92657705","60"
"CAF","2020","Sécurité alimentaire COVID-19","66065000","14082337","21"
"CAF","2020","Télécommunication d'urgence","1300000","110011","8"
"CAF","2019","Abris / NFI / CCCM","22500000","6256173","28"
"CAF","2019","Coordination","11900000","9346922","79"
"CAF","2019","Eau, Hygiène et assainissement (EHA)","35000000","12821135","37"
"CAF","2019","Education","40000000","13237947","33"
"CAF","2019","Logistique","21900000","18522958","85"
"CAF","2019","Moyen de Subsistance et Stabilisation Communautaire (MSSC)","12400000","11896377","96"
"CAF","2019","Nutrition","26000000","20849506","80"
"CAF","2019","Plan de Réponse pour les Réfugiés","22900000","1372966","6"
"CAF","2019","Protection","39500000","18141888","46"
"CAF","2019","Santé","28800000","19936118","69"
"CAF","2019","Sécurité Alimentaire","168300000","78185294","46"
"CAF","2019","Télécom d'Urgences","1500000","605905","40"
"CAF","2018","Abris / NFI / CCCM","49700000","2330570","5"
"CAF","2018","Coordination","8900000","10214579","115"
"CAF","2018","Eau, Hygiène et assainissement (EHA)","42500000","8852020","21"
"CAF","2018","Education","27500000","4053224","15"
"CAF","2018","Logistique","22000000","18054125","82"
"CAF","2018","Moyen de Subsistance et Stabilisation Communautaire (MSSC)","43000000","2067831","5"
"CAF","2018","Nutrition","19900000","10938300","55"
"CAF","2018","Plan de Réponse pour les Réfugiés","15600000","12721223","82"
"CAF","2018","Protection","52000000","14499795","28"
"CAF","2018","Santé","48400000","14566080","30"
"CAF","2018","Sécurité Alimentaire","184600000","79371325","43"
"CAF","2018","Télécom d'Urgences","1500000","400000","27"
"CAF","2017","Abris / NFI / CCCM","48800000","7085520","15"
"CAF","2017","Coordination et service de soutien","8000000","4649297","58"
"CAF","2017","Eau, Hygiène et Assainissement","37300000","8500483","23"
"CAF","2017","Education","34800000","19806682","57"
"CAF","2017","Logistique","22000000","20006717","91"
"CAF","2017","MSSC","55100000","1936728","4"
"CAF","2017","Nutrition","20500000","4615924","23"
"CAF","2017","Protection","46000000","14357086","31"
"CAF","2017","Réponse non-sectorielle pour les réfugiés","9200000","1097680","12"
"CAF","2017","Santé","40300000","14490894","36"
"CAF","2017","Sécurité alimentaire","174800000","55692337","32"
"CAF","2016","Camp Coordination and Camp Management & Emergency Shelter and NFI","39200000","4498583","11"
"CAF","2016","Coordination and Support Services","9500000","2938929","31"
"CAF","2016","Education","39600000","3211417","8"
"CAF","2016","Food Security","175000000","27998885","16"
"CAF","2016","Health","42100000","27660185","66"
"CAF","2016","Livelihood and Community Stabilization","61000000","1618594","3"
"CAF","2016","Logistics","19000000","1937890","10"
"CAF","2016","Multi-sector for refugees","8400000","7461794","89"
"CAF","2016","Nutrition","30000000","9336225","31"
"CAF","2016","Protection","69500000","38510207","55"
"CAF","2016","Water and Sanitation","36600000","9401031","26"
"CAF","2015","CCCM","12900000","6004763","47"
"CAF","2015","COORDINATION AND SUPPORT SERVICES","10000000","4724442","47"
"CAF","2015","EARLY RECOVERY / LIVELIHOODS AND COMMUNITY RESILIENCE","80000000","25212603","32"
"CAF","2015","EDUCATION","29934470","17230325","58"
"CAF","2015","EMERGENCY SHELTER","39298299","4504703","11"
"CAF","2015","FOOD SECURITY","195000000","98342701","50"
"CAF","2015","HEALTH","63200000","39208099","62"
"CAF","2015","LOGISTICS","19000000","16829273","89"
"CAF","2015","MULTI-SECTOR ASSISTANCE TO REFUGEES","11204357","658151","6"
"CAF","2015","NUTRITION","32921800","14381066","44"
"CAF","2015","PROTECTION","72500000","25607491","35"
"CAF","2015","WATER, SANITATION AND HYGIENE","44000000","15968897","36"
"CAF","2014","CCCM","9716657","373000","4"
"CAF","2014","COORDINATION AND SUPPORT SERVICES","23034020","17422599","76"
"CAF","2014","EARLY RECOVERY / LIVELIHOODS AND COMMUNITY RESILIENCE","53916339","3253791","6"
"CAF","2014","EDUCATION","26619483","8899133","33"
"CAF","2014","EMERGENCY SHELTER","32579218","7588191","23"
"CAF","2014","EMERGENCY TELECOMMUNICATIONS","1907275","1439627","75"
"CAF","2014","FOOD SECURITY","177340867","104451969","59"
"CAF","2014","HEALTH","71034862","40478560","57"
"CAF","2014","LOGISTICS","10200716","7584260","74"
"CAF","2014","MULTI-SECTOR ASSISTANCE TO REFUGEES","23220536","500000","2"
"CAF","2014","NUTRITION","23604800","19197815","81"
"CAF","2014","PROTECTION","68631308","34730962","51"
"CAF","2014","WATER, SANITATION AND HYGIENE","33619481","17515492","52"
"CAF","2013","COORDINATION AND SUPPORT SERVICES","4164659","1554230","37"
"CAF","2013","EDUCATION","22543054","8450161","37"
"CAF","2013","EMERGENCY SHELTER","4202479","316428","8"
"CAF","2013","EMERGENCY TELECOMMUNICATIONS","2121303","735983","35"
"CAF","2013","FOOD SECURITY","43077771","31129995","72"
"CAF","2013","HEALTH","21280917","10458778","49"
"CAF","2013","LOGISTICS","12981194","8853634","68"
"CAF","2013","MULTI-SECTOR ASSISTANCE TO REFUGEES","20498440","13163431","64"
"CAF","2013","NUTRITION","12085574","5679172","47"
"CAF","2013","PROTECTION","22944743","6700914","29"
"CAF","2013","WATER, SANITATION AND HYGIENE","22332750","4843082","22"
"CAF","2012","COORDINATION AND SUPPORT SERVICES","4986394","2068723","41"
"CAF","2012","EARLY RECOVERY","9004241","1427992","16"
"CAF","2012","EDUCATION","7811014","5637057","72"
"CAF","2012","EMERGENCY SHELTER","1012355","200000","20"
"CAF","2012","EMERGENCY TELECOMMUNICATIONS","286030","286000","100"
"CAF","2012","FOOD SECURITY","29514742","26685073","90"
"CAF","2012","HEALTH","15434954","7101794","46"
"CAF","2012","LOGISTICS","7179505","6090757","85"
"CAF","2012","MULTI-SECTOR ASSISTANCE TO REFUGEES","17032333","5159914","30"
"CAF","2012","NUTRITION","4656484","3566723","77"
"CAF","2012","PROTECTION","19275196","11465550","59"
"CAF","2012","WATER, SANITATION AND HYGIENE","7818516","4346513","56"
"CAF","2011","COORDINATION AND SUPPORT SERVICES","7823079","6725399","86"
"CAF","2011","EARLY RECOVERY","7993605","2182886","27"
"CAF","2011","EDUCATION","5656072","3420380","60"
"CAF","2011","FOOD SECURITY","33574806","21187595","63"
"CAF","2011","HEALTH","27430511","7790194","28"
"CAF","2011","MULTI-SECTOR ASSISTANCE TO REFUGEES","23666600","2898000","12"
